Name_of_movie,Year_of_release,Watchtime,Movie_Rating,Metascore,Votes,Grosses,Description,Director,Stars,Genres
Roma, 2018 ,135,7.7,96,"166,328", ,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Alfonso Cuarón,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta']","
Drama            "
Fantasia, 1940 ,124,7.7,96,"101,575",$76.41M,"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.","Directors:James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, David Hand, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen","['Leopold Stokowski', 'Deems Taylor', 'The Philadelphia Orchestra', 'Corey Burton']","
Animation, Family, Fantasy            "
Billy Elliot, 2000 ,110,7.7,74,"140,173",$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Stephen Daldry,"['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven']","
Drama, Music            "
The Vanishing, 1988 ,107,7.7, ,"42,034", ,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",George Sluizer,"['Bernard-Pierre Donnadieu', 'Gene Bervoets', 'Johanna ter Steege', 'Gwen Eckhaus']","
Mystery, Thriller            "
Badlands, 1973 ,94,7.7,93,"76,708", ,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.",Terrence Malick,"['Martin Sheen', 'Sissy Spacek', 'Warren Oates', 'Ramon Bieri']","
Action, Crime, Drama            "
Star Trek II: The Wrath of Khan, 1982 ,113,7.7,68,"127,171",$78.91M,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']","
Action, Adventure, Sci-Fi            "
Invasion of the Body Snatchers, 1956 ,80,7.7,92,"53,357", ,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Don Siegel,"['Kevin McCarthy', 'Dana Wynter', 'Larry Gates', 'King Donovan']","
Drama, Horror, Sci-Fi            "
The Verdict, 1982 ,129,7.7,77,"44,469",$54.00M,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",Sidney Lumet,"['Paul Newman', 'Charlotte Rampling', 'Jack Warden', 'James Mason']","
Drama            "
Ordinary People, 1980 ,124,7.7,86,"55,308",$54.80M,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",Robert Redford,"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch', 'Timothy Hutton']","
Drama            "
Ray, I   2004 ,152,7.7,73,"154,665",$75.33M,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Taylor Hackford,"['Jamie Foxx', 'Regina King', 'Kerry Washington', 'Clifton Powell']","
Biography, Drama, Music            "
Lucky Number Slevin, 2006 ,110,7.7,53,"321,799",$22.49M,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",Paul McGuigan,"['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman', 'Lucy Liu']","
Crime, Drama, Thriller            "
The Great Beauty, 2013 ,141,7.7,86,"95,648",$2.85M,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Paolo Sorrentino,"['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Carlo Buccirosso']","
Drama            "
Me and Earl and the Dying Girl, 2015 ,105,7.7,74,"136,379",$6.74M,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Alfonso Gomez-Rejon,"['Thomas Mann', 'RJ Cyler', 'Olivia Cooke', 'Nick Offerman']","
Comedy, Drama, Romance            "
Evil, 2003 ,113,7.7,61,"40,829",$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",Mikael Håfström,"['Andreas Wilson', 'Henrik Lundström', 'Gustaf Skarsgård', 'Linda Zilliacus']","
Drama            "
Mother, 2009 ,129,7.7,79,"69,466",$0.55M,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,Bong Joon Ho,"['Kim Hye-ja', 'Won Bin', 'Jin Goo', 'Je-mun Yun']","
Crime, Drama, Mystery            "
The Last Emperor, 1987 ,163,7.7,76,"108,969",$43.98M,"Bernardo Bertolucci's Oscar-winning dramatisation of the life story of China's last emperor, Pu Yi.",Bernardo Bertolucci,"['John Lone', 'Joan Chen', ""Peter O'Toole"", 'Ruocheng Ying']","
Biography, Drama, History            "
Hamlet, 1996 ,242,7.7, ,"39,399",$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Kenneth Branagh,"['Kenneth Branagh', 'Julie Christie', 'Derek Jacobi', 'Kate Winslet']","
Drama            "
The Dirty Dozen, 1967 ,150,7.7,73,"77,465",$45.30M,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",Robert Aldrich,"['Lee Marvin', 'Ernest Borgnine', 'Charles Bronson', 'John Cassavetes']","
Action, Adventure, War            "
Miller's Crossing, 1990 ,115,7.7,66,"139,795",$5.08M,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","Directors:Joel Coen, Ethan Coen","['Gabriel Byrne', 'Albert Finney', 'John Turturro', 'Marcia Gay Harden']","
Crime, Drama, Thriller            "
Zulu, 1964 ,138,7.7,77,"41,609", ,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,Cy Endfield,"['Stanley Baker', 'Jack Hawkins', 'Ulla Jacobsson', 'James Booth']","
Drama, History, War            "
Finding Neverland, 2004 ,106,7.7,67,"210,352",$51.68M,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,Marc Forster,"['Johnny Depp', 'Kate Winslet', 'Julie Christie', 'Radha Mitchell']","
Biography, Drama, Family            "
"South Park: Bigger, Longer & Uncut", 1999 ,81,7.7,73,"211,927",$52.04M,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",Trey Parker,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman', 'Isaac Hayes']","
Animation, Comedy, Fantasy            "
The African Queen, 1951 ,105,7.7,91,"82,579",$0.54M,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",John Huston,"['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley', 'Peter Bull']","
Adventure, Drama, Romance            "
Kubo and the Two Strings, 2016 ,101,7.7,84,"136,143",$48.02M,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Travis Knight,"['Charlize Theron', 'Art Parkinson', 'Matthew McConaughey', 'Ralph Fiennes']","
Animation, Action, Adventure            "
Run Lola Run, 1998 ,80,7.7,77,"204,195",$7.27M,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",Tom Tykwer,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri']","
Action, Crime, Thriller            "
Wait Until Dark, 1967 ,108,7.7,81,"32,801",$17.55M,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,Terence Young,"['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna', 'Efrem Zimbalist Jr.']","
Thriller            "
The Man from Nowhere, 2010 ,119,7.7, ,"73,157",$0.01M,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,Lee Jeong-beom,"['Won Bin', 'Kim Sae-ron', 'Kim Tae-hoon', 'Kim Hee-won']","
Action, Crime, Drama            "
Short Cuts, 1993 ,188,7.7,81,"46,709",$6.11M,The day-to-day lives of several suburban Los Angeles residents.,Robert Altman,"['Andie MacDowell', 'Julianne Moore', 'Tim Robbins', 'Bruce Davison']","
Comedy, Drama            "
Open Your Eyes, 1997 ,119,7.7, ,"72,126",$0.37M,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",Alejandro Amenábar,"['Eduardo Noriega', 'Penélope Cruz', 'Chete Lera', 'Fele Martínez']","
Drama, Mystery, Sci-Fi            "
Porco Rosso, 1992 ,94,7.7,83,"97,257", ,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",Hayao Miyazaki,"['Shûichirô Moriyama', 'Tokiko Katô', 'Bunshi Katsura Vi', 'Tsunehiko Kamijô']","
Animation, Adventure, Comedy            "
The Longest Day, 1962 ,178,7.7,75,"58,165",$39.10M,"The events of D-Day, told on a grand scale from both the Allied and German points of view.","Directors:Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck","['John Wayne', 'Robert Ryan', 'Richard Burton', 'Henry Fonda']","
Action, Drama, History            "
Hedwig and the Angry Inch, 2001 ,95,7.7,85,"36,923",$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,John Cameron Mitchell,"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask', 'Theodore Liscinski']","
Comedy, Drama, Music            "
Fantastic Planet, 1973 ,72,7.7,73,"35,395",$0.19M,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",René Laloux,"['Barry Bostwick', 'Jennifer Drake', 'Eric Baugin', 'Jean Topart']","
Animation, Sci-Fi            "
Beasts of No Nation, 2015 ,137,7.7,79,"85,302",$0.08M,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Cary Joji Fukunaga,"['Abraham Attah', 'Emmanuel Affadzi', 'Ricky Adelayitor', 'Andrew Adote']","
Drama, War            "
Perfect Strangers, 2016 ,96,7.7, ,"69,534", ,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",Paolo Genovese,"['Giuseppe Battiston', 'Anna Foglietta', 'Marco Giallini', 'Edoardo Leo']","
Comedy, Drama            "
Waking Life, 2001 ,99,7.7,84,"66,181",$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,Richard Linklater,"['Ethan Hawke', 'Trevor Jack Brooks', 'Lorelei Linklater', 'Wiley Wiggins']","
Animation, Drama, Fantasy            "
Breathless, 1960 ,90,7.7, ,"86,128",$0.34M,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",Jean-Luc Godard,"['Jean-Paul Belmondo', 'Jean Seberg', 'Van Doude', 'Jean-Luc Godard']","
Crime, Drama            "
Nebraska, 2013 ,115,7.7,86,"121,272",$17.65M,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",Alexander Payne,"['Bruce Dern', 'Will Forte', 'June Squibb', 'Bob Odenkirk']","
Drama            "
Good Bye Lenin!, 2003 ,121,7.7,68,"150,724",$4.06M,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",Wolfgang Becker,"['Daniel Brühl', 'Katrin Sass', 'Chulpan Khamatova', 'Florian Lukas']","
Comedy, Drama, Romance            "
When Marnie Was There, 2014 ,103,7.7,72,"45,360",$0.77M,"Due to 12-year-old Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie?",Hiromasa Yonebayashi,"['Sara Takatsuki', 'Kasumi Arimura', 'Nanako Matsushima', 'Susumu Terajima']","
Animation, Drama, Family            "
The Little Prince, 2015 ,108,7.7,70,"65,283",$1.34M,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",Mark Osborne,"['Jeff Bridges', 'Mackenzie Foy', 'Rachel McAdams', 'Marion Cotillard']","
Animation, Adventure, Drama            "
Night on Earth, 1991 ,129,7.7,68,"64,318",$2.02M,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,"['Winona Ryder', 'Gena Rowlands', 'Lisanne Falk', 'Alan Randolph Scott']","
Comedy, Drama            "
The Broken Circle Breakdown, 2012 ,111,7.7,70,"42,657",$0.18M,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",Felix van Groeningen,"['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse', 'Geert Van Rampelberg']","
Drama, Music, Romance            "
Down by Law, 1986 ,107,7.7,75,"54,277",$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Jim Jarmusch,"['Tom Waits', 'John Lurie', 'Roberto Benigni', 'Nicoletta Braschi']","
Comedy, Crime, Drama            "
Taste of Cherry, 1997 ,95,7.7,80,"34,751",$0.31M,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Abbas Kiarostami,"['Homayoun Ershadi', 'Abdolhosein Bagheri', 'Afshin Khorshid Bakhtiari', 'Safar Ali Moradi']","
Drama            "
Dreams, 1990 ,119,7.7, ,"28,235",$1.96M,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.,"Directors:Akira Kurosawa, Ishirô Honda","['Akira Terao', 'Mitsuko Baishô', 'Toshie Negishi', 'Mieko Harada']","
Drama, Fantasy            "
